Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
217,0,0.89,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",daily casual workers paid minimum wage set musi rawas district government daily casual workers protected remedy available work accidents daily casual workers equipped personal protection equipment ppe equipped working tools daily casual workers receive festive allowance accordance regulation daily casual workers hired third party get pay slip amount written payment receipt formal stamp name party rendered payment,False,1,1,0,0,0,0,0,0.89,0.02,0.04,0.01,0.01,0.03
218,5,0.78,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance wilmar supplier connected hershey involves allegations deforestation fires indonesia greenpeace wilmar responded sustainability brief fires indonesia hershey acknowledged hershey closed case january 2021 continue monitor wilmar regarding fire hot spots,False,1,0,0,0,0,0,1,0.06,0.03,0.07,0.05,0.01,0.78
219,1,0.85,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",allegations planting along banks lake marsedan kartika prima cipta kpc west kalimantan,False,1,0,1,0,0,0,0,0.01,0.85,0.07,0.02,0.02,0.02
220,5,0.49,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",greenpeace filed grievance cilinadry anky abadi caa february 2018 regarding deforestation response caa implemented moratorium agl caa august 31 2018 committed conduct hcs hcv assessments committed publish ndpe deforestation peat exploitation policy,False,2,0,0,0,1,0,1,0.03,0.05,0.05,0.35,0.03,0.49
221,4,0.94,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 22 indications 106 ha deforestation inside fajar saudara lestari concession sep 7 nov 13,False,1,0,0,0,0,1,0,0.0,0.02,0.01,0.02,0.94,0.01
222,5,0.84,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",saraswanti sawit makmur grievance raised foresthints february suspended cargill direct suppliers point engagement cargill adopted buy position grievance identified isp 58 involves indirect supplier relationship,False,1,0,0,0,0,0,1,0.04,0.02,0.03,0.05,0.01,0.84
223,5,0.83,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",cargill identified environmental non compliances palmeras del llano mill operations evaluation visit due slow progress case moved cargill grievance system mill since committed resources address issues made progress resolving environmental non compliances including adjustments effluents system,False,1,0,0,0,0,0,1,0.05,0.02,0.04,0.04,0.01,0.83
224,4,0.87,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",gar internal monitoring detected indications 8 ha deforestation perintis sawit andalan concession 16 31 mar psa owned managed andika permata sawit lestari,False,1,0,0,0,0,1,0,0.01,0.05,0.02,0.04,0.87,0.01
225,0,0.84,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",embezzlement severance payment two retired workers head administration,False,1,1,0,0,0,0,0,0.84,0.02,0.06,0.02,0.01,0.05
226,0,0.88,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",salary fraud 7 laborers festive holidays bonus day laborers,False,1,1,0,0,0,0,0,0.88,0.02,0.04,0.01,0.01,0.04
227,1,0.77,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",one aceites mills purchasing ffb operation run mrs alva yiseth villamizar navas maria la baja area since may 2016 alva navas collecting ffb growers accepted offer paying market price invoices offered harvest fruit made several trucks available transport ffb field collection site buys fruits anyone regardless ownership due people started stealing fruit area purchases fruit regardless origin collecting fruit type sanitary control staff hired outside rules laid ministry labor vehicles collect fruit night time restrictions apply mobility imposed city hall ffb transferred mills located department magdalena belonging aceites palma aceite,False,1,0,1,0,0,0,0,0.02,0.77,0.08,0.06,0.04,0.04
228,1,0.61,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",small holders affairs small holders affairs department nbpol acts mediator watchdog us small holder growers nbpol acknowledge department working personals within department assisted us throughout years one disgusting thing major dispute small holder department dont hear grievances small holder growers act mediator bring issue right management discuss issue round table come compromise beneficiary us industry instead department acts police suspend blocks allegation dispute even disputes grievances applied grievance forms squeezed thrown trash cans time department act dictator deprive privileges rights small holder grower speak unfair issues practicing implement agendas ideas interest undermine wellbeing freedom expression speech smallholder growers buffer zone exploitation nbpol exploiting 20 metre buffer zone limit photos shown kumbango plantation beside dagi river bank clearing new replant mighty dagi river caused enormous flooding great land mass devastation erosion due mass deforestations buffer zone exploitations river gone tinny kids everybody crossed river swimming today ankle deep walk across usually live side river river livelihood waste disposal river kumbango plantation workers dumping waste metal junks workshop junks dagi river bank photos shown workshop waste thrown beside roadside 20 metres away dagi river bank bio gas electricity power plant set two 2 bio gas electricity power plants one mosa mill one kumbango mill plants generate enormous supply electricity enough feed whole province surplus plants act step electricity supply electricity commission png rakes pgk millions monthly basis small holder growers left income revenue plant run waste ffb supply dont share us income revenue least must feed electricity supply respective homes well part beneficiaries development photos plants shown exessive deductions placing excessive deductions small ffb income revenue run operation toils watered receive lousy pgk 170 per pay day even though price high world market us dollars lousy pgk 170 equivalent lousy usd50 pricing formulai kindly ask board panel help small holder growers liaise review pricing formula using pay growers review contract agreement contract agreement smallholder growers set place harrisons crossfield australian government early stages development project 1967 policies agreements set place beneficiary gain manipulating colonial mindset benefits ruling masters agreement placed smallholder growers awkward position power say treated slaves government industry even though positive economic input constant economic development country world whole supplying steady tonnage ffb weekly basis sincerely urge board assist us reviewing contract agreement roundtable hoskins growers association opga agreement must satisfactory parties protocols humanitarian wellbeing general humanitarian welfare sustainabilitythis forty eight 48 year hoskins project since 1967 project trained us good growers adhering protocols principles industry prolonged time early days board set place yet taught general practice principles dpi maintain cleanliness blocks homes drinking water custody land title form pay rental fees maintaining boundary pegs maintaining 100 metres buffer zone apply fertilizers like ammonium phosphate ammonium nitrite process harvesting upkeeping selective weeding use chemicals tools policies trespassing unnecessarily blocks given consent owner maintaining friendly peaceful environment things thought return receive higher income enhance stabilize living standards modernize standard hard labor work vain price ffb still lowest rates since started 1967 even went zero rates years back cost living high accumulating prices goods services government gst taxes every goods services high school fees demand accumulating extended families living single block ffb price pay receiving cannot sustain accumulating necessities life tell truth right surviving subsistence gardening little bits reserve land otherwise weve dead preach talk commodity dealing working must sustainable enough meet standards demands every parties involved primary producer commodity must sustained end user must sustained satisfied even cannot savings start spinoff businesses throughout years toil nothing us search optional means ways sustainable income start profitable businesses live run homes proper water sanitation electricity proper health care life insurance cover proper working machineries even cant employ laborers help us manage work load due financial incapabilities heavy jobs done manually using strength pioneering fathers died young sorts body conditions like back problems knee problems eye problems heart kidney failures many undiagnosed ailments high body strain levels stabilize diets even many growers killed falling ffbs branches process harvesting others killed falling stumps poisoned unknowingly working compensation looses lives talk lets come together round table discuss underlying issues beneficiary sustainability us concept,False,1,0,1,0,0,0,0,0.03,0.61,0.22,0.04,0.05,0.04
229,3,0.46,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued another 8 6 18 alleging number sourcing ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,2,0,0,0,1,0,1,0.05,0.07,0.06,0.46,0.06,0.29
230,2,0.85,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegation criminal land grabbing activities breach rules criminal land grabbing activities breach rules indigenous abraka kingdom,False,1,0,0,1,0,0,0,0.05,0.04,0.85,0.02,0.01,0.03
231,2,0.78,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",ran wrote number allegations nafasindo related land conflict local communities,False,1,0,0,1,0,0,0,0.09,0.05,0.78,0.02,0.01,0.05
232,5,0.74,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",greenpeace raised grievance ijm corporation regarding deforestation concerns prima bahagia permai pbp indirect supplier cargill response cargill engaged direct supplier february 2018 pbp committed moratorium activities pending required assessments hcs hcv assessment completed august 2018 pbp maintained moratorium july,False,1,0,0,0,0,0,1,0.03,0.03,0.04,0.15,0.02,0.74
233,4,0.88,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth widya corporation mip involved 2 000 hectares deforestation may 2018 january despite claims completed hcs hcv assessments assessments follow correct processes available scrutiny hcv assessment finally submitted peer review september hcs end concession completely cleared,False,1,0,0,0,0,1,0,0.01,0.04,0.02,0.04,0.88,0.02
234,5,0.83,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",repsa supplier connected hershey aak cargill faced allegations human rights violations violence defenders environmental issues including ecocide ngos raised concerns repsa entering supply chains judicial processes concluded proper remediation occurred response hershey engaged suppliers understand due diligence aak cargill provided information verification efforts grupo hame,False,1,0,0,0,0,0,1,0.05,0.02,0.04,0.05,0.01,0.83
235,0,0.74,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",worked agro indomas indonesia since 1999 mid june 2002 new management agro indomas dismissed 1200 workers transferred families back jaya kalimantan manager objected move requested 2 weeks address root cause employees strike management told employment subsequently terminated 3 4 months later filed wrongful dismissal case supreme court indonesia found favour awarding payment compensation usd645 590 travel claim usd4906 60 december 2005 since goodhope failed implement court order failed numerous attempts award executed courts indonesia,False,1,1,0,0,0,0,0,0.74,0.03,0.13,0.02,0.01,0.06
236,5,0.36,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",operating area luak talang parit obtaining prior consent b develop plasma plantations c internal grievance mechanism stakeholders access,False,2,0,0,1,0,0,1,0.09,0.12,0.28,0.11,0.03,0.36
237,2,0.34,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",june 15th 2021 forest peoples programme pusaka tuk indonesia walhi published titled demanding accountability listing case studies human rights abuses involving 10 operating indonesia,False,2,1,0,1,0,0,0,0.32,0.07,0.34,0.06,0.02,0.18
238,5,0.59,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",greenpeace raised grievance npc resources alleging deforestation peat cargill engaged direct supplier february 2018 implemented moratorium monitored compliance assessments ndpe compliance completed sumber alam selaras april 2018 npc hcs hcv undergoing peer review may,False,1,0,0,0,0,0,1,0.03,0.04,0.05,0.26,0.02,0.59
239,2,0.61,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",acquired land develop ghana destroyed farmers rubber plantation willing pay damages caused rubber farmers still cutting rubber farms plant remaining uncultivated lands taken respondents project shown interest resolving issues despite several complaints made complainants,False,1,0,0,1,0,0,0,0.07,0.19,0.61,0.04,0.04,0.05
240,1,0.81,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",allegations desa kembiri forestalestari dwikarya polluting jaman akar river,False,1,0,1,0,0,0,0,0.02,0.81,0.08,0.03,0.04,0.02
241,1,0.68,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",letter received milieudefensie sdi alleging gvl accompanied police used violence raided site processing claimed fruits stolen gvl plantation,False,1,0,1,0,0,0,0,0.02,0.68,0.14,0.07,0.04,0.05
242,0,0.88,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",prohibits workers conduct union activities protest regards omnibus law b conducted unilateral termination ofemployment 2 two permata hijau sawit workers andc socialize regulations peraturan perusahaan workers damai nusa sekawan,False,1,1,0,0,0,0,0,0.88,0.02,0.04,0.01,0.01,0.04
243,3,0.99,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",medan mestika sdn bhd mighty earth deforestation peatland development hershey investigated grievance finding supplier h2 2023 supply chain h1 2024 supplier claimed clearance scope medan mestika share parent wtk,False,1,0,0,0,1,0,0,0.0,0.0,0.0,0.99,0.0,0.0
244,1,0.91,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",synopsis done following actions causing harm orangutans inhabitants living area west kalimantan illegal logging use snares catch orangutans illegal use 60 snares catch bores deer along orangutans 400 ha forest located pelangsi kuala santung,False,1,0,1,0,0,0,0,0.01,0.91,0.03,0.02,0.03,0.01
245,0,0.8,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",prosecution union workers order lay weaken union infringement constitutional rights affecting right union association dismissals labour contracts fair cause,False,1,1,0,0,0,0,0,0.8,0.03,0.07,0.03,0.01,0.06
246,4,0.86,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",despite instructions president indonesia new governor aceh stop land clearing plantations despite active conflict local land rights april 2018 ran forest destruction inside concession managed laot bangko may 25 december 2017 total 13 hectares cleared inside concession clearing stopped several months resumed january 2018 four hectares cleared february 2018 fire hot spots recorded showing forests remain threat,False,1,0,0,0,0,1,0,0.01,0.07,0.02,0.03,0.86,0.02
247,3,0.39,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",grievance raised genting plantations citra sawit cemerlang deforestation 2 045 hectares since january 2016 mighty earth flagged supplier multiple rapid response reports starling data confirming continued deforestation including 1 004 3ha 1ha 2021 hershey connected genting suppliers aak bunge cargill later learned supplier planned address liabilities remediation compensation procedure,False,2,0,0,0,1,0,1,0.04,0.11,0.1,0.39,0.04,0.3
248,4,0.41,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",sep 19th 2022 ran published titled carbon bomb scandals big brands driving climate disaster according new investigation exposes consumer goods still buying illegal protected wildlife reserve sumatra leuser ecosystem rawa singkil wildlife reserve among allegations shows receipt ffb came mr mahmudin illegal plantation inside rawa singkil wildlife reserve rwsr delivered runding putra persada mill supplier gar via broker called cv buana indah,False,2,0,1,0,0,1,0,0.02,0.38,0.07,0.08,0.41,0.04
249,5,0.76,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed ql resources june regarding deforestation issues cargill contacted direct suppliers engage ql resources result ql resources committed implementing moratorium land clearing peatland development acknowledging non compliant development december 2015 creating recovery plan resolve issues,False,1,0,0,0,0,0,1,0.03,0.03,0.03,0.13,0.02,0.76
250,2,0.69,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",clearedand planted land submitting new planting procedure notifications public consultation used intimidation failed secure free prior informed consent fpic communities prior developing land share information requested complainants engage bilateral negotiations enquiries relating complaints henrison inti persada proposed new planting area west papua npp notification downloaded,False,1,0,0,1,0,0,0,0.04,0.18,0.69,0.03,0.02,0.04
251,2,0.43,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",tuv nord conducted incomplete assessments produced biased assessment reports failed consider aspects rspos requirements principle 7 new planting procedure particularly carrying audit borneo surya mining jaya subsidiary first resource ltd east kalimantan companyallegedly breached certification systemrules two main grounds complaintare 1 dissatisfaction manner tuv nord managed audit process required rspos new planting procedure npp 2 disputes content tuv nordaudit reports including conclusions recommendations,False,2,0,1,1,0,0,0,0.03,0.41,0.43,0.05,0.03,0.05
252,4,0.99,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",late sep 2022 crr published titled top ten deforesters clear 8 100 hectares concessions 1h 2022 significant increase versus 2021 sawit rokan semesta cleared 600 ha forest first half 2022 riau sumatra according crr srs owned widjaja family north sumatra family associated sewangi,False,1,0,0,0,0,1,0,0.0,0.01,0.0,0.0,0.99,0.0
253,0,0.92,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",dian anggara persada dap violated worker freedom association,False,1,1,0,0,0,0,0,0.92,0.01,0.04,0.01,0.0,0.02
254,1,0.8,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,1,0,1,0,0,0,0,0.01,0.8,0.07,0.05,0.03,0.03
255,2,0.48,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegations dispute plasma scheme mechanism cooperative issues claims 15 members communities 14 villagers kinjil village 1 villager sukajaya village,False,2,0,0,1,0,0,1,0.11,0.11,0.48,0.08,0.03,0.2
256,1,0.54,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",control union certification cuc conducted incomplete assessments produced biased assessment reports failed consider aspects certification system required certification standards processing certification united plantations subsidiary sinar sawit sejati central kalimantan,False,1,0,1,0,0,0,0,0.03,0.54,0.29,0.06,0.03,0.05
257,4,0.72,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",since 2016 rainforest action network ran series deforestation allegations tualang raya estate aceh timur gar source tr,False,1,0,0,0,0,1,0,0.01,0.14,0.04,0.07,0.72,0.03
258,3,0.45,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",eof claims gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,2,0,0,0,1,0,1,0.05,0.07,0.07,0.45,0.06,0.29
259,0,0.59,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",public case released september 2018,False,1,1,0,0,0,0,0,0.59,0.04,0.14,0.04,0.02,0.17
260,2,0.82,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegations land clearing outside hgu operated communitys land compensation 6 505 42 ha operated appropriate permit,False,1,0,0,1,0,0,0,0.05,0.07,0.82,0.02,0.01,0.03
261,1,0.58,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",rspos code conduct members members expected propose time bound plan bring mills plantations conformity standard subject operations independent third party verification operations certified compliant 2012 genting plantations announced intention bring operations full compliance standard 2025 see website time bound plan suggests tactics delay rather real commitment implementing standard contend genting plantations subsidiary tanjung bahagia sdn bhd multiple violation rspos principles criteria failing address communitys concerns land acquisition pollution conservation hcv areas open transparent communication consultation dispute resolution mechanism resolve issues complained update case found dsf written member complaint answer received 26 august 2013 currently waiting response,False,1,0,1,0,0,0,0,0.03,0.58,0.29,0.04,0.03,0.04
262,2,0.97,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",mekar bumi andalas currently contact member complainants initial discussions parties coordinated held reviewed materials submitted complainants seeking verification organization public update provided soon formal response received member organization,False,1,0,0,1,0,0,0,0.01,0.01,0.97,0.0,0.0,0.01
263,4,0.51,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",deforestation pkpp plantation sdn bhd linked supplier lkpp corporation sdn bhd,False,1,0,0,0,0,1,0,0.02,0.19,0.06,0.17,0.51,0.05
264,5,0.95,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance concerns deforestation allegations genting specifically regarding citra sawit cemerlang operations cargill engaged direct suppliers investigate claim informed land clearing occurred outside high carbon stock hcs areas according assessment aidenvironment stop work order implemented may 1 csc agreed submit assessment peer review,False,1,0,0,0,0,0,1,0.01,0.01,0.01,0.02,0.0,0.95
265,4,0.88,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",rapid response 32 mighty earth 267 ha deforestation agro mutiara rupit sipef mighty earth stated appears sipef proceeded development agro muara rupit hcv hcsa assessment completed mighty earth stated according hcsa website assessments completed agro muara rupit amp ii iii amp iv estates listed either peer reviewed completed peer review process hence appears sipef gone ahead new land development agro muara rupit submitting review waiting final hcv hcs areas determined,False,1,0,0,0,0,1,0,0.01,0.04,0.02,0.04,0.88,0.02
266,5,0.9,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",july cargill received grievance aceydesa alleging deforestation unjustified increase certified volume land conflict non compliance labor legislation lack ppe environmental legislation violations cargill conducted desktop investigation followed field evaluation january 2021 developed action plan supplier continue monthly follow ups ensure proper closure identified issues,False,1,0,0,0,0,0,1,0.03,0.01,0.02,0.03,0.01,0.9
267,3,0.61,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",greenpeace bumitama agri engaged concession laundering hide deforestation circumvent rules supplier accused clearing 11 100 hectares forest proper assessments 2005 2018 bumitama released statement 2018 engaged indirect supplier gar allegations involve elaborate transfer ownership schemes evade regulations,False,1,0,0,0,1,0,0,0.03,0.12,0.07,0.61,0.05,0.12
268,4,0.84,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",eq indications deforestation inside concession rendi permata raya 2016 2022 gar source rpr deemed non compliant policy however gar sources palmaris raya mitra bumi sumber alam makmur sentosa linked rendi permata raya pr sourced ffb rpr,False,1,0,0,0,0,1,0,0.01,0.06,0.02,0.05,0.84,0.02
269,0,0.69,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",grievance filed ioi corp bhd mekassar estate malaysia alleging unacceptable living conditions failure meet expected working standards complaint raised finnwatch submitted case closed,False,1,1,0,0,0,0,0,0.69,0.03,0.09,0.04,0.01,0.14
270,1,0.79,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",request information forest heroes gar action regarding media reports contributing haze crisis provident agro tempirai resources waymusi agro indah,False,1,0,1,0,0,0,0,0.01,0.79,0.05,0.04,0.08,0.02
271,5,0.85,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",cargill received grievance mighty earth environmental investigation agency regarding environmental non compliance sawit sukses sejati sss cargill investigated connections sss suppliers particularly sumber tani agung rimba mujur mahkota supplier engagement rimba mujur mahkota banned sourcing sss effective may 2023 cargill closed case,False,1,0,0,0,0,0,1,0.04,0.02,0.03,0.04,0.01,0.85
272,5,0.83,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed beurata subur persada august regarding conflict cargill indirectly connected beurata subur persada contacted direct supplier information gar commenced investigations grievance engaging beurata subur persada dpl deforestation since 2017,False,1,0,0,0,0,0,1,0.06,0.02,0.04,0.04,0.01,0.83
273,2,0.7,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",new planting announcement wilmar affect communities sabung beringin sambas district west kalimantan 1 lands identified securing hcv 5 thus threatening food security communities 2 communities sufficiently informed options 3 land negotiations dealt urban land claimants exclusion work claim land synopsis new planting announcement wilmar affect communities sabung beringin sambas district west kalimantan 1 lands identified securing hcv 5 thus threatening food security communities 2 communities sufficiently informed options 3 land negotiations dealt urban land claimants exclusion work claim land remarks fpp hasassured meeting complainants bilateral discussions upon response submitted 17 august 2012,False,1,0,0,1,0,0,0,0.04,0.18,0.7,0.03,0.02,0.03
274,0,0.82,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",temporary workers contract issues wages overwork,False,1,1,0,0,0,0,0,0.82,0.03,0.06,0.02,0.01,0.06
275,3,0.94,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",grievance raised gagah putra satria holdings deforestation developing peat gar suspended gagah putra satria may due unsatisfactory grievance engagement clearing peat cargill identified connection another direct supplier investigating situation supplier claims government assessment revised maps 2015 showing peat area concession,False,1,0,0,0,1,0,0,0.0,0.01,0.01,0.94,0.01,0.03
276,1,0.76,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",allegations forest clearing supplier austindo nusantara jaya agri anj sorong west papua indonesia media related fire haze involving gar supplier kayung agro lestari kal 10 6 2015 titled deadly trade greenpeace ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations mighty earth rapid response 6 carrying deforestation permata putra mandiri berau karetindo lestari pipit citra persada subur karunia bld plantation bhd rayatama jaya condong garut sumur pandan wangi mulia inti perkasa prasetya mitra muda linked gar suppply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan mentinoned greenpeace final countdown 9 18,False,1,0,1,0,0,0,0,0.01,0.76,0.05,0.05,0.09,0.03
277,0,0.83,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",decrease number workers union due actions preventing union conducting activity wrongful dismissal termination employment bad working conditions supply work equipment tools,False,1,1,0,0,0,0,0,0.83,0.02,0.06,0.02,0.01,0.05
278,5,0.5,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",greenpeace filed grievance th plantation deforestation september 2016 thp agreed stop land clearing review conducted moratorium put place wilmar conducted site visit developed action plan support thp sustainability practices allegations continued clearing emerged thp clarified due stacking activities previously cleared land,False,1,0,0,0,0,0,1,0.03,0.05,0.05,0.33,0.03,0.5
279,4,0.84,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response indication total 8 ha cleared inside derawan sou 33 concession feb aug 23,False,1,0,0,0,0,1,0,0.01,0.06,0.02,0.05,0.84,0.02
280,5,0.58,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance involves land conflict wilmar specifically permata hijau pasaman local communities case filed complaint went complaints system cargill engaged wilmar monitor progress agreed action plan grievance eventually closed complaints panel september 2018,False,1,0,0,0,0,0,1,0.17,0.05,0.11,0.07,0.02,0.58
281,2,0.73,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",borneo surya mining jaya begun clearing land carrying new planting procedure ii acquired cleared local peoples land free prior informedconsent p c 2 2 2 3 7 5 7 6 iii failed negotiate compensate local people expropriation land p c 7 6,False,1,0,0,1,0,0,0,0.04,0.14,0.73,0.03,0.02,0.03
282,0,0.41,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",ivo mas tunggal accused various environmental labour issues kompas riau media,False,2,1,0,1,0,0,0,0.41,0.07,0.38,0.04,0.02,0.08
283,4,0.98,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",early may 2021 mighty earth rapid response 33 indications 25 ha deforestation bumi agro oct mar 2021 bumi agro bumi agro prima managed bybumi gading prima supplier gar,False,1,0,0,0,0,1,0,0.0,0.01,0.0,0.0,0.98,0.0
284,0,0.97,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",allegations raised complaint follows respond unions requests hearing bipartite meeting matter pertaining freedom association interrogated members f lomenik hereinafter referred union intimidated workers resigning union restricted union conducting activity issuing letter prohibiting union distributing groceries members conjunction may day transferred unions chairman secretary different transfers accordance applicable laws regulations asserted deliberate act obstruct unions activity,False,1,1,0,0,0,0,0,0.97,0.0,0.01,0.0,0.0,0.01
285,0,0.92,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",allegations 1 workforce bring wives children helpers gerdang help workers reach target harvester 2 impositions penalties workers matter queried worker management failed give satisfactory explanations absent machine workers broken impact payroll ii bonus deductions iii discrimination casual workers,False,1,1,0,0,0,0,0,0.92,0.01,0.03,0.01,0.0,0.03
286,5,0.8,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed mulia sawit march mighty earth development peat already suspended cargill direct suppliers point engagement cargill adopted buy position,False,1,0,0,0,0,0,1,0.05,0.03,0.04,0.07,0.02,0.8
287,3,0.53,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",non compliant products alas kusuma enter wilmar’s supply chain suppliers,False,1,0,0,0,1,0,0,0.05,0.08,0.06,0.53,0.09,0.19
288,2,0.35,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",hcs hcv clearance concession syaukath sejahtera ss nanggroe aceh darussalam,False,2,0,0,1,0,0,1,0.07,0.2,0.35,0.13,0.04,0.21
289,5,0.56,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance involves allegations sourcing tesso nilo national park eyes forest several mills receiving fresh fruit bunches ffb illegal sources within protected areas mills denied allegations inti indosawit subur acknowledged receiving ffb illegal sourcing areas dealer subsequently suspended,False,1,0,0,0,0,0,1,0.15,0.06,0.14,0.07,0.02,0.56
